gene,Control,Control,Control,M2b,M2b,M2b
Mir683-1,0,0,0,0,0,0
Mir683-2,0,0,0,0,0,0
Gm904,0,0,0,0,0,0
Gm8765,0,0,0,0,0,0
4930518P08Rik,0,0,0,0,0,0
9430083A17Rik,1,2,6,3,3,3
Spin1,102,722,589,543,473,475
Nxnl2,0,0,0,0,0,0
S1pr3,0,0,0,0,0,0
Shc3,0,0,0,0,0,0
Cks2,8,61,90,50,11,86
Secisbp2,58,393,351,497,311,291
Sema4d,574,5513,5220,4470,4802,5628
Gadd45g,32,167,129,275,132,116
4921525O09Rik,0,0,0,0,0,0
Diras2,3,16,4,12,25,19
Gm2848,0,6,2,11,8,6
Syk,551,3432,2779,3645,2709,2802
BB123696,0,0,0,0,0,0
Auh,23,136,93,183,91,82
Nfil3,11,37,39,61,26,47
Ror2,0,0,0,0,0,0
Sptlc1,105,639,576,579,516,511
Gm2762,0,0,0,0,0,0
Msx2,0,0,0,0,0,0
9530014B07Rik,0,0,0,0,0,0
4930555G21Rik,0,0,0,0,0,0
Drd1,0,0,0,0,0,1
Sfxn1,75,367,331,421,302,387
Hrh2,2,14,4,8,8,9
Cplx2,0,0,1,0,0,0
Thoc3,42,247,230,224,181,207
Simc1,26,135,112,221,132,170
4833439L19Rik,70,721,586,591,488,573
Arl10,11,55,27,55,49,36
Nop16,43,175,155,431,118,164
Higd2a,7,90,79,53,49,54
Cltb,94,259,312,612,232,351
Faf2,203,958,902,1200,583,735
Rnf44,63,587,450,429,384,399
Cdhr2,0,0,0,0,0,0
Gprin1,0,0,0,0,0,1
Sncb,0,0,0,0,0,0
Eif4e1b,0,0,0,0,0,0
Tspan17,8,98,69,77,70,59
Unc5a,0,10,9,11,2,7
Hk3,218,1831,1596,1483,1435,1667
Uimc1,65,261,213,346,203,208
Zfp346,18,121,96,76,61,111
Fgfr4,0,0,0,0,0,0
Nsd1,418,2435,2529,3101,2342,2252
Rab24,18,121,112,134,76,96
Prelid1,316,1577,1753,2024,904,1362
Mxd3,5,26,69,41,10,47
Lman2,223,1574,1552,1538,1063,1372
Rgs14,28,403,410,172,189,294
Slc34a1,0,0,0,0,0,0
Pfn3,0,0,0,0,0,0
F12,0,0,0,0,0,0
Grk6,42,466,502,295,269,366
Mir6943,1,7,1,0,2,1
Prr7,0,2,1,1,2,3
Dbn1,3,11,7,15,10,20
Mir6944,0,0,0,0,0,0
Pdlim7,30,225,288,209,156,277
Mir6945,0,0,0,0,2,2
Dok3,38,319,283,206,158,236
Ddx41,216,684,690,1061,461,655
Fam193b,12,148,110,92,99,117
Tmed9,236,1103,973,1413,634,950
B4galt7,37,188,182,158,118,138
Caml,36,227,180,255,110,135
Ddx46,546,1896,1552,2499,1120,1231
B230219D22Rik,85,704,640,559,466,561
Txndc15,76,458,459,426,307,403
Pcbd2,16,113,100,122,73,122
Catsper3,0,0,0,4,0,2
Pitx1,0,0,0,0,0,0
H2afy,151,1172,1143,1075,848,949
Tifab,35,278,175,152,141,127
4930550C17Rik,0,0,0,0,0,0
Neurog1,0,0,0,0,0,0
Cxcl14,55,359,208,267,217,183
Gm10782,0,0,0,0,0,0
Slc25a48,0,0,0,0,0,0
Il9,0,0,0,0,0,0
Fbxl21,1,8,4,1,2,4
Lect2,0,0,0,1,0,0
Tgfbi,3385,17722,15800,17144,9980,12167
Smad5,33,267,295,230,227,202
Trpc7,0,0,0,0,0,0
Spock1,0,1,1,1,0,2
Klhl3,6,36,39,21,15,15
Mir874,0,0,1,1,0,0
Hnrnpa0,212,981,946,1352,891,918
1700066J03Rik,0,0,0,0,0,0
Idnk,12,64,56,48,52,35
Ubqln1,249,1580,1402,1631,1118,1236
Gkap1,58,156,149,342,133,135
Kif27,1,0,0,0,1,1
Mir6369,0,0,0,0,1,0
2210016F16Rik,76,565,539,496,395,518
Hnrnpk,1623,8346,7447,9279,6239,6907
Mir7-1,1,9,9,6,17,7
Rmi1,66,378,357,354,235,260
Slc28a3,0,0,0,0,0,0
4930455J16Rik,0,0,0,0,0,0
Ntrk2,0,0,0,0,0,0
Agtpbp1,98,605,647,563,440,531
A230056J06Rik,0,0,0,0,0,0
Naa35,45,323,305,272,237,237
Golm1,68,384,442,318,206,288
4921517D22Rik,0,0,0,0,0,0
Spata31d1a,0,0,0,0,0,0
Spata31d1b,0,0,0,0,0,0
Spata31d1d,0,0,0,0,0,0
4930528D03Rik,0,0,0,0,2,0
Isca1,51,225,177,257,146,165
Etohd2,0,6,5,7,4,8
Zcchc6,288,1287,1110,1696,760,881
A530065N20Rik,0,0,0,0,0,0
Gas1,0,0,0,2,0,0
Gm5084,0,0,0,0,0,0
Dapk1,177,1089,925,770,665,576
BC051665,0,0,0,0,0,0
Ctsll3,0,0,0,0,0,0
4930486L24Rik,5,16,12,12,5,8
Ctla2b,70,334,261,339,160,158
Tpbpb,0,0,0,0,0,0
Ctla2a,16,86,45,104,52,43
Tpbpa,0,0,0,0,0,0
Ctsj,0,0,0,0,0,0
Ctsq,0,0,0,0,0,0
Ctsr,0,0,0,0,0,0
Cts6,0,0,0,0,0,0
Cts8,0,0,0,0,0,0
Cts8-ps,0,0,0,0,0,0
Cts7,0,0,0,0,0,0
Ctsm,0,0,0,0,0,0
Cts3,0,0,0,0,0,0
BC052688,0,3,0,0,3,0
Zfp808,4,42,33,29,28,33
Gm3604,3,40,42,45,26,34
Zfp935,49,290,251,324,128,189
Zfp934,3,33,43,30,20,40
6720489N17Rik,7,50,41,37,23,41
Mir713,0,0,0,0,0,0
Gm5141,11,59,65,71,23,56
Fbp2,0,0,0,0,0,0
Fbp1,0,0,0,0,0,0
2010111I01Rik,116,913,896,892,610,706
Gm16907,1,4,3,8,5,0
Mir23b,1,2,8,0,0,0
Mir27b,2,8,5,8,6,3
Mir3074-1,0,0,0,0,0,3
Mir24-1,1,17,5,6,2,0
Fancc,0,20,19,12,14,27
Ptch1,6,71,49,43,54,63
1700024I08Rik,0,0,0,0,0,0
Ercc6l2,27,202,225,216,150,143
Hsd17b3,0,0,0,0,0,0
Slc35d2,24,145,122,102,85,85
Zfp367,28,191,260,144,131,184
Habp4,20,170,159,192,130,120
Cdc14b,26,168,161,120,110,114
1810034E14Rik,5,51,49,55,23,23
Aaed1,36,274,277,238,162,212
Ctsl,3680,24055,16169,28577,17619,16647
Cdk20,52,477,345,363,319,300
1190003K10Rik,0,0,0,0,0,0
Cntnap3,0,0,0,0,0,0
Spata31,0,0,0,0,0,0
Spata31d1c,0,0,0,0,0,0
Hiatl1,105,827,733,548,636,697
Olfr466,0,0,0,0,0,0
Nlrp4f,0,0,0,0,0,0
Zfp369,61,430,430,456,320,380
Gm10324,0,0,0,0,0,0
2410141K09Rik,0,0,0,0,0,0
Uqcrb,272,1026,965,1566,448,652
Gm10767,1,13,15,5,18,17
Mterf3,57,166,139,261,91,91
Ptdss1,101,703,667,529,536,677
4933433G19Rik,0,4,2,1,1,1
Zfp712,2,23,19,29,16,10
Zfp708,6,18,35,13,11,18
Rslcan18,4,30,47,31,26,29
Zfp759,13,81,93,55,53,74
Rsl1,12,101,84,98,89,81
Zfp455,11,86,49,49,43,55
Zfp458,3,33,38,45,28,21
F630042J09Rik,0,0,0,0,0,0
Zfp457,0,1,1,0,2,1
Zfp595,14,143,158,139,112,120
Zfp953,23,191,202,142,99,126
Zfp456,10,43,49,62,51,47
Zfp429,6,81,98,86,86,64
Zfp459,0,5,4,1,8,5
Zfp874a,21,155,116,84,90,77
Zfp874b,14,114,92,81,69,75
Zfp58,10,71,49,43,56,49
Zfp87,12,172,119,143,91,109
Zfp748,43,195,195,200,137,164
9430065F17Rik,2,2,0,0,0,0
Zfp729b,101,604,522,583,382,433
Zfp729a,67,400,414,493,390,307
Zfp738,74,423,362,369,301,369
Zfp65,54,307,233,296,170,241
Zfp85os,0,4,5,2,1,2
Zfp85,9,45,55,39,42,29
Zfp493,4,32,41,21,28,23
4930525G20Rik,0,1,3,4,0,1
Zfp273,8,56,34,44,21,20
Gm10037,0,0,2,0,1,0
BC048507,0,0,1,0,1,1
Mtrr,45,331,260,332,251,237
Fastkd3,10,77,81,99,66,99
1700001L19Rik,0,0,0,0,0,0
Adcy2,2,18,9,13,9,20
Papd7,57,432,503,463,373,484
Srd5a1,8,20,19,11,11,19
Nsun2,258,1719,1528,2180,1359,1661
Ube2ql1,0,0,0,2,1,0
Med10,70,438,375,439,294,387
1700084F23Rik,0,0,0,0,0,0
Gm3772,0,0,0,0,0,0
4930520P13Rik,0,0,0,0,0,0
1700100L14Rik,0,0,0,0,0,1
Ice1,146,776,721,833,641,691
Adamts16,0,0,0,0,0,0
8030423J24Rik,0,0,0,0,0,0
Mir466f-4,0,0,0,0,0,0
Irx1,0,0,0,0,2,0
Gm20554,0,1,0,0,0,0
Irx2,0,0,1,0,0,0
D730050B12Rik,0,0,0,0,0,0
4930555K05Rik,0,0,0,0,0,0
Irx4,0,0,0,0,0,0
Ndufs6,23,104,119,225,59,98
Mrpl36,5,44,61,58,43,52
D630045M09Rik,0,0,0,0,0,0
Lpcat1,19,214,169,133,137,142
Slc6a3,0,0,0,0,0,0
Clptm1l,147,1557,1411,1159,1220,1287
Tert,0,1,0,0,1,1
Slc6a18,0,0,0,0,0,0
Slc6a19,0,5,2,2,8,2
Slc6a19os,0,0,0,0,0,0
Slc12a7,242,1668,1121,1129,1105,1054
Nkd2,0,0,0,0,0,1
Trip13,22,109,183,99,94,142
Brd9,148,333,350,592,213,286
Zdhhc11,0,0,0,0,0,0
Tppp,0,1,5,4,3,0
Cep72,0,16,44,11,16,29
Slc9a3,0,0,0,0,0,0
Exoc3,181,1188,1023,1106,688,815
Ahrr,22,171,103,50,70,42
Pdcd6,84,586,544,618,359,471
Sdha,373,1716,1621,2181,1008,1284
Ccdc127,81,493,480,471,389,416
Lrrc14b,2,3,7,0,3,2
Zfp72,2,49,28,26,24,23
Mir692-3,70,392,285,473,336,238
Mir692-2,70,392,285,473,336,238
Zfp825,11,76,68,63,50,34
Erap1,176,1489,1372,1178,1099,1212
Cast,415,2050,1940,2453,1351,1627
Pcsk1,5,57,69,82,45,70
Mir682,4,40,38,30,37,38
Ell2,797,4997,4119,5811,4826,5043
Glrx,286,3264,2453,3189,2978,2926
Rhobtb3,1,3,5,5,5,4
Spata9,0,0,0,0,0,0
Rfesd,2,31,37,17,27,30
Gpr150,0,0,0,1,0,0
Arsk,39,258,263,188,170,188
Ttc37,66,568,536,520,453,505
Mctp1,93,665,530,439,371,461
Ankrd32,26,142,137,175,97,155
2210408I21Rik,8,53,44,27,39,41
Fam172a,125,996,850,830,712,658
Pou5f2,4,15,11,6,23,3
Nr2f1,0,0,0,0,1,0
A830082K12Rik,0,0,0,0,0,0
Arrdc3,82,455,453,317,209,255
5430425K12Rik,0,0,2,1,1,1
9330111N05Rik,0,1,0,0,0,0
Adgrv1,0,0,0,1,0,0
Lysmd3,91,416,438,542,315,327
Polr3g,33,218,195,351,209,246
Mblac2,14,128,95,74,71,75
Cetn3,147,355,389,772,235,282
Mir3961,0,0,0,0,0,0
Mef2c,335,1529,1507,1590,867,921
C130071C03Rik,0,0,0,0,0,0
Mir9-2,0,0,0,0,0,0
2810049E08Rik,0,0,0,0,0,0
Gm17750,0,0,0,0,0,0
Tmem161b,26,134,111,130,111,96
Ccnh,134,288,314,518,147,266
Rasa1,911,4620,3768,5280,2635,2685
Cox7c,63,434,382,445,307,327
Edil3,43,263,248,196,177,223
Hapln1,0,0,0,0,0,0
Vcan,18,106,110,96,80,108
Xrcc4,37,270,241,321,173,197
Tmem167,106,704,630,619,653,642
Atp6ap1l,0,0,0,0,0,0
Rps23,1096,5620,5428,8351,2800,3955
Atg10,16,78,111,115,53,105
A830009L08Rik,0,0,0,0,0,0
Ssbp2,4,16,17,7,10,15
4833422C13Rik,0,0,0,0,0,0
Acot12,0,0,0,0,0,0
Zcchc9,41,154,164,245,148,144
Ckmt2,0,0,0,0,0,0
Rasgrf2,0,5,2,1,0,0
Msh3,21,136,126,99,74,105
Dhfr,43,345,480,192,177,404
Ankrd34b,0,0,0,0,0,0
Fam151b,14,55,48,70,49,39
Zfyve16,111,632,574,630,424,428
Spz1,0,0,0,0,0,0
Serinc5,28,195,165,81,131,112
Thbs4,0,0,0,1,0,0
Mtx3,7,76,62,45,73,57
Cmya5,0,2,0,3,0,1
Gm4814,0,0,0,0,0,0
A630019I02Rik,0,0,0,0,0,0
Papd4,103,765,589,751,538,614
Homer1,33,244,183,205,163,169
Jmy,80,399,340,306,200,218
Bhmt,0,0,0,0,0,0
Bhmt2,0,0,0,0,0,0
Dmgdh,0,0,0,0,0,0
AW495222,0,0,0,0,0,0
Arsb,117,736,837,565,476,697
Mir5624,0,0,0,0,0,0
Lhfpl2,151,1604,1308,1034,998,1083
Scamp1,93,672,589,472,457,510
Gm9776,1,23,17,20,22,13
Ap3b1,341,2110,1984,2265,1469,1753
Tbca,129,905,796,918,681,820
Otp,0,0,0,0,0,0
Wdr41,77,496,461,408,367,341
Pde8b,5,20,20,16,14,18
Zbed3,15,119,115,68,28,89
Snora47,0,0,0,2,1,2
Aggf1,188,789,758,1363,651,710
Crhbp,0,0,0,0,0,0
S100z,0,0,0,0,0,0
F2rl1,0,0,0,0,0,0
F2r,0,0,9,3,4,4
Iqgap2,148,709,738,693,388,450
F2rl2,0,10,10,9,5,8
Sv2c,0,0,0,0,0,0
Poc5,18,237,212,161,161,172
Ankdd1b,0,1,2,0,2,0
Polk,69,389,318,379,260,309
Col4a3bp,333,1806,1445,1576,1113,1117
Hmgcr,134,1266,1155,937,966,1063
Gcnt4,0,0,1,0,0,0
1700029F12Rik,0,0,0,0,0,0
Fam169a,0,0,0,0,0,0
Nsa2,638,2545,2368,5087,1317,1690
Gfm2,51,246,246,226,199,221
Hexb,663,4444,4039,3791,2848,3261
Enc1,114,599,356,439,268,242
Lincenc1,0,0,2,0,1,0
Gm5086,2,19,39,12,15,12
Arhgef28,1,0,1,2,0,1
Utp15,78,565,457,562,494,517
Ankra2,15,169,107,124,81,110
Btf3,197,1720,1676,1439,1207,1504
Foxd1,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0
Tmem174,0,0,0,0,0,0
Tmem171,11,89,84,128,70,96
Fcho2,298,1740,1549,1318,944,1019
Tnpo1,270,1870,1980,1748,1513,1697
1700024P04Rik,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0
Zfp366,0,0,0,1,0,1
Ptcd2,62,335,288,346,242,250
Mrps27,23,225,183,179,131,180
6430562O15Rik,0,2,2,1,0,1
Map1b,0,1,8,8,6,8
Cartpt,0,0,0,0,0,0
Mccc2,21,94,85,68,47,66
Bdp1,369,1343,1270,2224,990,1260
Serf1,11,15,14,34,12,10
Smn1,88,572,521,669,428,503
Naip2,157,1126,997,939,800,1003
Naip5,45,381,349,280,243,291
Naip6,48,544,514,380,378,391
Naip7,47,495,456,346,346,349
Naip1,5,48,76,32,44,61
Gtf2h2,39,314,272,253,149,199
Ocln,0,0,0,0,0,0
Marveld2,0,3,2,1,1,2
Rad17,112,600,518,588,336,459
Ak6,62,404,354,450,214,325
Taf9,62,545,432,520,325,433
Ccdc125,6,42,33,25,14,21
Cdk7,44,222,200,251,195,219
Mrps36,22,149,145,188,98,145
Cenph,24,58,107,80,17,43
Ccnb1,43,305,633,126,140,492
Slc30a5,102,973,843,617,566,756
5930438M14Rik,0,0,0,0,0,0
4933416M06Rik,0,0,0,0,0,0
4922502H24Rik,0,0,0,0,0,0
Pik3r1,337,2063,1836,1830,1379,1404
Cd180,589,4855,3974,4651,3170,3316
Mast4,3,6,12,6,9,6
1700099I09Rik,4,26,36,40,18,19
Srek1,93,397,389,481,237,328
Erbb2ip,546,2874,2387,2988,2070,2032
Nln,85,625,612,464,380,375
Sgtb,10,84,79,86,76,76
Trappc13,67,575,513,429,367,472
Trim23,80,365,334,379,226,307
Ppwd1,58,274,278,216,135,209
Cenpk,14,51,59,53,29,54
Adamts6,1,11,13,3,15,5
Cwc27,123,256,304,675,226,237
Srek1ip1,151,637,535,730,403,424
Fam159b,0,0,0,0,0,0
Rgs7bp,1,2,4,1,2,2
4933425L06Rik,0,0,0,0,0,0
Rnf180,10,160,117,100,81,72
Htr1a,0,0,0,0,0,0
Ipo11,83,448,509,461,354,453
Dimt1,25,162,138,214,149,170
Kif2a,156,1149,1034,962,772,789
3830408C21Rik,0,1,3,4,3,1
AI197445,0,0,0,0,1,0
1700006H21Rik,0,0,0,0,0,0
Zswim6,154,822,779,763,596,566
Mir325,0,2,0,2,3,0
Smim15,148,811,734,825,503,644
Ndufaf2,26,24,33,147,15,17
Ercc8,10,59,47,52,54,57
Elovl7,1,6,11,11,5,10
Depdc1b,6,35,80,9,17,59
Pde4d,2,26,21,27,18,23
Mir582,0,0,0,0,0,0
Mir1904,0,0,0,0,0,0
Rab3c,0,0,0,0,0,0
Gapt,7,45,75,29,33,30
Plk2,881,5428,4170,6735,4149,4456
4930526H09Rik,0,1,1,2,0,0
Gm38397,0,1,2,0,0,1
3110015C05Rik,0,0,0,0,0,0
Actbl2,0,0,0,0,1,1
Gpbp1,216,1055,1028,1261,908,950
Mier3,45,278,273,250,179,219
Map3k1,237,1329,1219,1075,752,865
Gm15326,1,7,5,6,2,2
Ankrd55,4,17,16,28,9,15
Il6st,354,2208,1916,1739,1627,1382
Il31ra,1,0,0,0,0,0
Ddx4,1,1,0,1,1,2
Slc38a9,34,209,215,130,160,152
Ppap2a,1,22,20,15,14,26
Skiv2l2,194,878,944,1372,685,865
Dhx29,100,386,428,657,301,363
Ccno,0,2,1,1,0,0
Mcidas,0,0,0,0,0,0
Cdc20b,0,0,0,0,0,0
Mir449c,0,0,0,0,0,0
Mir449b,0,0,0,0,0,0
Mir449a,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0
Gzma,0,0,0,0,0,0
1700084D21Rik,0,0,0,0,0,0
Gzmk,0,0,0,0,0,0
Esm1,0,0,0,0,0,0
4921509O07Rik,0,0,0,0,0,0
Snx18,88,655,608,661,616,625
Hspb3,0,0,0,0,0,0
Arl15,19,97,100,91,60,61
A430090L17Rik,0,0,0,0,0,0
Ndufs4,122,925,783,1083,518,670
Fst,0,0,0,0,0,0
4930544M13Rik,0,0,0,0,0,0
Mocs2,29,200,178,209,131,135
Itga2,0,3,1,0,0,0
Itga1,0,3,11,11,4,1
Pelo,17,149,124,145,136,151
Isl1,0,0,0,0,0,0
Parp8,40,323,300,270,252,236
Gm6416,0,0,2,2,0,0
Emb,89,817,890,573,498,620
Hcn1,0,2,0,0,0,0
4933413L06Rik,0,0,0,0,0,0
Mrps30,136,798,696,729,547,615
1700003P14Rik,0,0,0,0,0,0
Gm10732,0,0,0,0,0,0
Fgf10,0,0,0,0,0,0
Nnt,23,194,211,159,134,159
Paip1,96,629,554,570,393,428
4833420G17Rik,18,265,198,162,128,147
3110070M22Rik,1,8,3,0,4,2
Gm7120,15,50,102,84,40,67
Ccl28,0,1,5,6,0,4
1700074H08Rik,0,0,0,0,0,0
Hmgcs1,140,767,661,573,430,414
Nim1k,4,35,32,28,13,10
Zfp131,55,392,363,401,311,340
AF067063,0,0,0,0,0,0
Tcstv1,0,0,0,0,0,0
B020031M17Rik,0,0,0,0,0,0
Gm21188,126,624,488,725,432,368
Gm20767,0,0,0,0,0,0
AF067061,0,0,0,0,0,0
BC147527,6,28,30,12,13,18
Tcstv3,0,0,0,0,0,0
Gm2897,0,0,0,0,0,0
Gm5795,0,0,0,0,0,0
D830030K20Rik,0,0,0,0,0,0
1700110I01Rik,0,0,0,0,0,0
Gm10413,0,0,0,0,0,0
Gm3020,0,0,0,0,0,0
Gm10409,0,0,0,0,0,0
Gm10408,0,0,0,0,0,0
Gm3002,0,0,0,0,0,0
Gm5796,0,0,0,0,0,0
2610042L04Rik,0,0,0,0,0,0
Gm3264,0,0,0,0,0,0
4930555G01Rik,0,0,0,0,0,0
Gm3488,0,0,0,0,0,0
Gm3317,0,0,0,0,0,0
Gm3500,0,0,0,0,0,0
Gm3383,0,0,0,0,0,0
LOC100861615,0,0,0,0,0,0
Gm3636,0,0,0,0,0,0
Gm10406,0,0,0,0,0,0
Gm3696,0,0,0,0,0,0
Gm5797,0,0,0,0,0,0
4933406F09Rik,0,0,0,0,0,0
Gm3558,0,0,0,0,0,0
Flnb,53,326,428,380,315,453
Dnase1l3,0,0,0,0,0,0
Abhd6,1,25,11,13,6,8
Rpp14,24,250,219,202,160,195
Pxk,131,648,630,578,474,560
Pdhb,45,420,379,407,320,378
Kctd6,6,60,55,54,48,35
Acox2,0,0,0,0,0,0
Fam107a,0,0,0,0,0,0
Oit1,0,1,0,0,0,0
4930452B06Rik,0,0,0,0,0,0
4930455B14Rik,0,0,0,0,0,0
Fhit,1,6,7,9,5,15
Mnd1-ps,0,1,2,0,1,0
Fhitos,0,0,0,0,0,0
Mir5124b,0,0,0,0,0,0
Ptprg,0,0,0,0,0,0
3830406C13Rik,85,581,532,499,418,417
Fezf2,0,0,0,0,0,0
Cadps,0,10,9,6,9,13
Gm5087,0,0,0,0,0,0
Synpr,0,0,0,0,0,0
Sntn,0,0,0,0,0,0
Thoc7,55,258,255,253,144,239
Atxn7,56,303,282,279,253,219
Psmd6,141,1043,946,1019,752,962
Olfr720,0,0,0,0,0,0
Olfr31,0,0,0,0,0,0
Il3ra,30,200,173,222,177,190
Slc4a7,289,1851,1914,3372,2709,2509
Nek10,1,0,1,1,1,1
Lrrc3b,0,0,0,0,0,0
Oxsm,33,200,189,144,156,152
Ngly1,33,166,135,175,109,122
Top2b,268,1243,1188,1796,814,887
Rarb,0,0,0,0,0,0
Thrb,1,4,7,1,4,0
Nr1d2,58,441,346,282,235,203
Rpl15,349,1763,1791,2217,1017,1370
Nkiras1,4,25,22,42,19,20
Ube2e1,82,454,420,540,309,442
Ube2e2,24,178,119,117,119,130
Gm5458,0,0,0,0,0,0
Nid2,7,56,64,53,27,54
2700060E02Rik,142,1119,1146,1125,658,793
D14Ertd670e,0,0,0,0,0,0
Gng2,154,1014,820,784,740,657
Saysd1,9,30,38,26,19,22
Kcnk5,0,1,3,0,0,0
Kcnk16,0,0,0,0,0,0
Nudt13,15,102,131,104,63,83
Ecd,72,565,564,470,361,458
Fam149b,43,192,183,178,110,153
Dnajc9,73,395,442,464,209,373
Mrps16,6,151,129,97,78,158
Cfap70,0,0,0,0,0,0
Anxa7,278,1743,1569,1843,1179,1401
Mss51,2,14,17,14,16,12
Ppp3cb,110,944,925,782,654,722
1810062O18Rik,0,5,4,11,2,6
Usp54,26,163,134,115,109,104
Myoz1,0,12,14,18,14,10
Synpo2l,0,0,1,2,1,0
Sec24c,131,1269,1089,866,911,1001
Mir6946,0,5,0,0,1,2
Fut11,17,161,157,100,117,145
6230400D17Rik,0,7,3,9,7,10
Chchd1,34,303,288,319,155,256
Zswim8,87,862,690,706,626,734
Ndst2,17,325,246,187,177,175
Camk2g,58,417,363,339,195,275
Plau,1092,9611,8528,8160,6219,8079
Vcl,125,818,886,733,613,775
Ap3m1,129,1056,1021,883,821,1009
Adk,25,224,245,232,149,224
Kat6b,94,344,334,358,195,197
Dupd1,0,0,0,0,0,0
Dusp13,0,2,5,4,2,4
Samd8,131,946,857,927,970,824
Vdac2,527,2757,2369,2896,1837,2196
Comtd1,14,131,135,99,76,146
Zfp503,1,12,19,24,14,13
1700112E06Rik,1,31,31,28,39,22
4930405A10Rik,1,0,0,0,0,0
Gm10248,0,0,0,0,0,0
Kcnma1,0,0,0,0,0,0
4930519K11Rik,0,0,0,0,0,0
Mir7210,0,0,0,0,0,0
Dlg5,0,0,2,2,2,0
E330034G19Rik,0,0,0,0,0,0
Polr3a,75,457,450,429,411,448
Rps24,681,2251,2289,4692,1304,1623
4930572O13Rik,0,0,0,0,0,0
Zmiz1,508,3161,3007,3073,2488,2507
Mir3075,0,2,0,0,0,1
4931406H21Rik,38,134,135,185,142,120
Israa,5,40,25,36,25,41
Ppif,1,44,51,49,32,33
Ppifos,0,0,2,0,0,0
Zcchc24,45,272,263,137,119,98
Anxa11,123,1609,1747,1187,912,1445
Plac9b,0,0,0,0,0,0
Plac9a,0,0,0,0,0,0
Tmem254a,61,833,584,196,157,415
Tmem254b,61,818,546,196,150,401
Tmem254c,61,818,546,196,150,401
Cphx2,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0
Duxbl1,0,0,0,0,0,0
4933413J09Rik,0,0,0,0,0,0
Slmap,271,1307,1119,1339,868,924
Dennd6a,141,834,832,583,571,558
Arf4,117,864,847,923,617,760
Pde12,65,591,541,502,484,511
Mir7672,3,2,3,25,3,9
Asb14,0,0,2,0,2,0
Appl1,285,1463,1380,1786,1305,1308
Hesx1,2,3,1,0,4,2
Il17rd,0,6,4,2,2,3
Arhgef3,20,181,154,178,140,199
Fam208a,180,842,730,908,741,601
Ccdc66,37,178,161,264,101,106
Erc2,0,0,0,0,0,0
Wnt5a,0,0,0,0,0,0
Cacna2d3,0,0,0,0,0,0
Lrtm1,0,0,0,0,0,0
Selk,236,1035,939,1194,396,652
Actr8,33,191,181,174,120,138
Mir6947,0,0,2,1,1,0
Il17rb,0,0,1,0,0,0
Chdh,1,0,3,0,1,3
Cacna1d,18,176,132,101,92,69
4831407H17Rik,0,0,1,1,0,0
Dcp1a,79,470,476,477,397,433
Tkt,361,2707,2467,2261,1863,2377
Mir3076,25,232,182,140,104,138
Prkcd,589,2680,2229,2290,2018,2013
Rft1,23,267,197,161,141,120
Sfmbt1,187,974,873,1195,870,771
Tmem110,24,111,123,126,85,112
Mustn1,0,4,2,5,1,4
Itih4,0,0,0,0,0,0
Itih3,0,0,0,0,0,0
Itih1,0,0,0,0,1,0
Nek4,27,233,229,173,150,133
Spcs1,51,390,310,399,235,247
Glt8d1,69,275,266,431,169,180
Gnl3,101,547,588,1165,625,719
Snord69,1,8,7,6,6,7
Snord19,0,1,8,10,9,9
Pbrm1,359,2245,2278,2150,1630,1854
Smim4,4,49,35,36,16,24
Nt5dc2,64,513,540,363,284,508
Stab1,316,2625,2393,1841,2067,2361
Nisch,202,1529,1318,1258,1118,1210
Tnnc1,2,8,1,11,2,7
Sema3g,0,0,0,0,0,0
Phf7,11,87,105,76,68,72
Bap1,96,570,570,566,428,585
Dnah1,0,2,0,4,0,0
Capn7,121,892,904,695,592,650
Sh3bp5,195,933,690,965,534,541
Mettl6,44,329,288,400,244,235
Eaf1,203,1672,1301,1803,1646,1726
Colq,0,0,0,0,0,0
Hacl1,7,55,43,39,26,25
Btd,9,67,77,33,50,59
Ankrd28,237,1771,1643,1651,1459,1611
Galnt15,0,1,0,1,0,0
Dph3,45,189,201,301,147,203
Oxnad1,7,93,72,47,45,52
Msmb,0,0,0,0,0,0
Ncoa4,108,736,790,698,701,840
Timm23,61,415,464,548,398,428
Parg,122,664,604,786,459,521
Ogdhl,0,1,0,0,0,0
1700024G13Rik,0,0,0,0,0,0
Chat,0,0,0,0,0,0
Slc18a3,0,0,0,0,0,0
Ercc6,88,391,326,526,350,350
Prrxl1,0,0,0,0,0,0
3425401B19Rik,0,0,0,0,0,0
1810011H11Rik,23,160,172,98,64,95
Fam170b,0,0,0,1,1,2
Vstm4,0,0,0,0,0,0
Wdfy4,324,2110,2369,1908,1645,2022
Lrrc18,1,0,0,0,0,0
Arhgap22,154,1054,980,856,681,748
Mapk8,44,208,178,210,169,149
Ptpn20,0,0,0,0,0,0
4930503F20Rik,0,0,0,0,0,0
Gdf10,0,0,0,0,0,0
Gdf2,0,0,0,0,0,0
Rbp3,0,0,0,0,0,0
Zfp488,0,0,0,0,0,0
Gm5460,0,0,0,0,0,0
A630023A22Rik,0,0,0,0,0,0
Antxrl,0,0,0,0,0,0
